,,,,
°æÇèÄ¡ %dÀ» ¾ò¾ú½À´Ï´Ù,ID_STR_GET_EXP,,,
´õ ÀÌ»ó ¾ÆÀÌÅÛÀ» °®À»¼ö ¾ø½À´Ï´Ù,ID_STR_NOTIFY_01,,,
´Ù¸¥ Ä³¸¯ÅÍ ¼ÒÀ¯ÀÇ ¾ÆÀÌÅÛÀÔ´Ï´Ù,ID_STR_NOTIFY_02,,,
<<°øÁö »çÇ×>>,ID_STR_NOTIFY_03,,,
ÇöÀç »ç¿ë ´ë±âÁßÀÔ´Ï´Ù,ID_STR_NOTIFY_04,,,
À¯È¿ÇÏÁö ¾ÊÀº Å¸°ÙÀÔ´Ï´Ù,ID_STR_NOTIFY_05,,,
Á¶°ÇÀÌ ¸ÂÁö ¾Ê¾Æ »ç¿ëÇÒ¼ö ¾ø½À´Ï´Ù,ID_STR_NOTIFY_06,,,
µ·À» ¹ö¸®½Ã°Ú½À´Ï±î?,ID_STR_DROP_MONEY,,,
¾ÆÀÌÅÛÀ» ¹ö¸®½Ã°Ú½À´Ï±î?,ID_STR_DROP_ITEM,,,
È®´ë,TT_MINIMAP_BTN_ZOOM_MAX,,,
Ãà¼Ò,TT_MINIMAP_BTN_ZOOM_MIN,,,
¹Ì´Ï¸Ê ¿­±â,TT_MINIMAP_BTN_SHOW_SHOW,,,
¹Ì´Ï¸Ê ´Ý±â,TT_MINIMAP_BTN_SHOW_HIDE,,,
Ä³¸¯ÅÍÁ¤º¸,TT_BASE_BTN_CHAR,,,
ÀÎº¥Åä¸®,TT_BASE_BTN_INVENTORY,,,
½ºÅ³,TT_BASE_BTN_SKILL,,,
Äù½ºÆ®ÀÏÁö,TT_BASE_BTN_QUEST,,,
Ä¿¹Â´ÏÆ¼,TT_BASE_BTN_COMMUNITY,,,
°ÔÀÓ¿É¼Ç,TT_BASE_BTN_OPTION,,,
½Ã½ºÅÛ¸Þ´º,TT_BASE_BTN_SYSTEM,,,
Ã¤ÆÃÃ¢ È®´ë,TT_CHAT_BTN_MAXIMIZE,,,
Ã¤ÆÃÃ¢ Ãà¼Ò,TT_CHAT_BTN_MINIMIZE,,,
ÇÊÅÍ¸µ¸Þ´º,TT_CHAT_BTN_FILTER,,,
´ÙÀ½´ÜÃàÅ°¹Ù,TT_QUICKBAR_BTN_NEXT,,,
È¸Àü,TT_QUICKBAR_BTN_ROTATE,,,
¼±ÅÃÇÑ ½ºÅ³À» ´ÙÀ½ ·¹º§·Î ¼ö·ÃÇÕ´Ï´Ù,TT_SKILL_BTN_LEVELUP,,,
¼±ÅÃÇÑ Äù½ºÆ®¸¦ Æ÷±âÇÏ°í ÀÏÁö¿¡¼­ Áö¿ó´Ï´Ù,TT_QUEST_BTN_ABANDON,,,
È°¼º½ºÅ³,TT_ACTIVE_SKILL,,,
¸ðÀÚ,TT_SLOT_HELMET,,,
¾ó±¼Àå½Ä,TT_SLOT_FACEITEM,,,
º¹Àå,TT_SLOT_ARMOR,,,
Àå°©,TT_SLOT_GAUNTLET,,,
½Å¹ß,TT_SLOT_BOOTS,,,
µîÀåºñ,TT_SLOT_KNAPSACK,,,
¿À¸¥¼Õ,TT_SLOT_WEAPON_R,,,
¿Þ¼Õ,TT_SLOT_WEAPON_L,,,
¹ÝÁö,TT_SLOT_RING,,,
¸ñ°ÉÀÌ,TT_SLOT_NECKLACE,,,
±Í°í¸®,TT_SLOT_EARING,,,
»ç¿ëÁ¶°Ç,STR_USE_REQUIRE,,,
ÀåÂøÁ÷¾÷,STR_EQUIP_REQUIRE_JOB,,,
ÀÌµ¿¼Óµµ,STR_MOVE_SPEED,,,
¾ÆÀÌÅÛ¹«°Ô,STR_CARRY_WEIGHT,,,
GM[%s]ÀÌ Ã¤ÆÃ±ÝÁö¸¦ ÇØÁ¦ÇÏ¿´½À´Ï´Ù,FORMAT_STR_CANCEL_BLOCK_CHAT,,,
GMÀÌ Ã¤ÆÃ±ÝÁö¸¦ ÇØÁ¦ÇÏ¿´½À´Ï´Ù,STR_CANCEL_BLOCK_CHAT,,,
GMÀÌ %dºÐ°£ Ã¤ÆÃ±ÝÁö ½ÃÄ×½À´Ï´Ù,FORMAT_STR_BLOCK_CHAT,,,
GMÀÌ °­Á¦ Á¢¼Ó Á¾·á½ÃÄ×½À´Ï´Ù,STR_GM_BAN_USER,,,
GM[%s]ÀÌ °­Á¦ Á¢¼Ó Á¾·á½ÃÄ×½À´Ï´Ù,FORMAT_STR_GM_BAN_USER,,,
%s´ÔÀÌ °Å·¡¸¦ ¿äÃ»ÇÏ¿´½À´Ï´Ù,FORMAT_STR_RECEIVE_TRADE_REQ,,,
»ó´ë¹æÀÌ °Å·¡¸¦ ÁßÁöÇÏ¿´½À´Ï´Ù,STR_OTHER_CANCEL_TRADE,,,
»ó´ë¹æÀÇ ÀÎº¥Åä¸® °ø°£ÀÌ ¸ðÀÚ¶ø´Ï´Ù,STR_NOT_ENOUGH_OTHER_INVENTORY_SPACE,,,
ÇöÀç °Å·¡¸¦ ½ÅÃ»ÇÒ¼ö ¾ø´Â »óÅÂÀÔ´Ï´Ù,STR_OTHER_CANT_RECEIVE_TRADE_REQ,,,
»ó´ë¹æÀÌ °Å·¡¿äÃ»À» °ÅºÎÇß½À´Ï´Ù,STR_OTHER_REJECT_TRADE_REQ,,,
°Å·¡ÇÒ ´ë»óÀÌ ³Ê¹« ¸Ö¸® ÀÖ½À´Ï´Ù,STR_OTHER_IS_TOO_FAR_TO_TRADE,,,
°Å·¡ÇÒ ´ë»óÀÌ ¾ø½À´Ï´Ù,STR_NOT_FOUND_TRADE_OTHER,,,
ÇöÀç Ã¤ÆÃ ºí·Ï »óÅÂÀÔ´Ï´Ù,STR_STATE_BLOCK_CHAT,,,
´Ô¿¡°Ô °Å·¡¸¦ ½ÅÃ»ÇÕ´Ï´Ù,STR_REQ_TRADE,,,
ÀÎº¥Åä¸®ÀÇ ºó°ø°£ÀÌ ¸ðÀÚ¶ø´Ï´Ù,STR_NOT_ENOUGH_INVENTORY_SPACE,,,
[±Ó¼Ó¸» ½ÇÆÐ]%s,FORMAT_STR_FAIL_WHISPER,,,
[±Ó¼Ó¸»]%s>%s,FORMAT_STR_WHISPER,,,
·Î±×ÀÎÁßÀÔ´Ï´Ù,STR_WAIT_LOGIN,,,
ÀÏ¹Ý¿À·ù,STR_COMMON_ERROR,,,
°èÁ¤ÀÌ ¾ø½À´Ï´Ù,STR_NOT_FOUND_ACCOUNT,,,
ºñ¹Ð¹øÈ£°¡ Æ²·È½À´Ï´Ù,STR_INVALID_PASSWORD,,,
ÀÌ¹Ì ·Î±×ÀÎÁßÀÎ IDÀÔ´Ï´Ù,STR_ALREADY_LOGGEDIN,,,
Áö±ÝÀº Á¢¼ÓÇÏ½Ç¼ö ¾ø½À´Ï´Ù,STR_REFUSED_ACCOUNT,,,
·Î±×ÀÎ ½ÇÆÐ,STR_LOGIN_FAIL,,,
¸ðµç ¼­¹ö°¡ Á¡°Ë ÁßÀÔ´Ï´Ù,STR_INSPECT_ALL_SEVER,,,
·Î±×ÀÎ¼­¹ö¿¡ Á¢¼ÓÁßÀÔ´Ï´Ù,STR_WAIT_CONNECT_LOGIN_SERVER,,,
ÀÎº¥Åä¸®°¡ ²ËÂ÷¼­ ÀåÂøÀÌ ºÒ°¡´ÉÇÕ´Ï´Ù,STR_NOT_ENOUGH_EQUIP_SPACE,,,
¾ç¼Õ¹«±â°¡ ÀåÂøµÇ¾î ÀÖ½À´Ï´Ù,STR_EQUIPED_TWO_HAND_WEAPON,,,
ÆÈ ¼ö ¾ø´Â ¾ÆÀÌÅÛÀÔ´Ï´Ù,STR_DONT_SELL_ITEM,,,
¹ö¸± ¼ö ¾ø´Â ¾ÆÀÌÅÛÀÔ´Ï´Ù,STR_DONT_DROP_ITEM,,,
±³È¯ ÇÒ ¼ö ¾ø´Â ¾ÆÀÌÅÛÀÔ´Ï´Ù,STR_DONT_EXCHANGE_ITEM,,,
½ºÅ³ ¹è¿ì±â ½ÇÆÐ (ÀÌ¹Ì ¹è¿î ½ºÅ³ÀÔ´Ï´Ù),STR_LEARN_SKILL_FAILED,,,
´Ù¸¥ Á÷¾÷¿ë ½ºÅ³ÀÔ´Ï´Ù,STR_LEARN_SKILL_JOB_FAILED,,,
ÇÊ¼ö ½ºÅ³À» ¸ÕÀú ¹è¿ö¾ß ÇÕ´Ï´Ù,STR_LEARN_SKILL_NEED_PRESKILL_FAILED,,,
´É·ÂÄ¡(·¹º§)°¡ ºÎÁ·ÇÕ´Ï´Ù,STR_LEARN_SKILL_NEED_ABILITY_FAILED,,,
´õ ÀÌ»ó ½ºÅ³À» ¹è¿ï¼ö ¾ø½À´Ï´Ù,STR_LEARN_SKILL_SLOT_FULL_FAILED,,,
Àß¸øµÈ ½ºÅ³¹øÈ£ ÀÔ´Ï´Ù,STR_LEARN_SKILL_INVALID_SKILL_FAILED,,,
Á¤Áö»óÅÂ ¿¡¼­¸¸ »ç¿ë°¡´ÉÇÕ´Ï´Ù,STR_ACTION_COMMAND_STOP_STATE_FAILED,,,
%s´ÔÀÌ ÆÄÆ¼ °á¼ºÀ» ¿äÃ»Çß½À´Ï´Ù,FORMAT_STR_PARTY_MAKE_REQ,,,
%s´ÔÀÌ ÆÄÆ¼¿¡ ÃÊ´ëÇÏ¿´½À´Ï´Ù,FORMAT_STR_PARTY_INVITE,,,
%s´ÔÀÌ ÆÄÆ¼ÀÇ ¸®´õ°¡ µÇ¾ú½À´Ï´Ù,FORMAT_STR_PARTY_CHANGE_LEADER,,,
ÆÄÆ¼ÀÇ ¸®´õ·Î À§ÀÓ ¹Þ¾Ò½À´Ï´Ù,STR_PARTY_ENTRUSTED_LEADER,,,
ÆÄÆ¼¿¡¼­ °­Á¦ ÅðÀå ´çÇß½À´Ï´Ù,STR_PARTY_BANNED,,,
%s´ÔÀÌ ÆÄÆ¼¿¡¼­ °­Á¦ ÅðÀå ´çÇß½À´Ï´Ù,FORMAT_STR_PARTY_BANNED,,,
´ë»óÀ» Ã£À»¼ö ¾ø½À´Ï´Ù,STR_PARTY_NOTFOUND_DEST,,,
%s´ÔÀº Áö±Ý ¿äÃ»À» ¹ÞÀ» ¼ö ¾ø´Â »óÅÂÀÔ´Ï´Ù,FORMAT_STR_PARTY_BUSY,,,
»õ·Î¿î ÆÄÆ¼°¡ °á¼ºµÇ¾ú½À´Ï´Ù,STR_PARTY_MADE,,,
%s´ÔÀÌ ÆÄÆ¼ ¿äÃ»À» °ÅºÎÇß½À´Ï´Ù,FORMAT_STR_PARTY_REJECT_INVITE,,,
%s´ÔÀÌ ÆÄÆ¼¿¡¼­ Å»ÅðÇß½À´Ï´Ù,FORMAT_STR_PARTY_LEAVE,,,
%s´ÔÀÌ ÆÄÆ¼¿¡ Ãß°¡µÇ¾ú½À´Ï´Ù,FORMAT_STR_PARTY_JOIN,,,
%s´ÔÀ» ÆÄÆ¼¸®´õ·Î À§ÀÓÇÏ½Ã°Ú½À´Ï±î?,FORMAT_STR_PARTY_QUERY_ENTRUST,,,
ÆÄÆ¼¿¡¼­ Å»ÅðÇÏ°Ú½À´Ï±î?,STR_PARTY_QUERY_LEAVE,,,
%s´ÔÀ» °­Á¦·Î ÅðÀå ½ÃÅ°°Ú½À´Ï±î?,FORMAT_STR_PARTY_QUERY_BAN,,,
ÆÄÆ¼·¹º§ %d,FORMAT_STR_PARTY_LEVEL,,,
½ºÅ³ Àû¿ë¿¡ ½ÇÆÐ Çß½À´Ï´Ù.,STR_SKILL_APPLY_FAILED,,,
¾Ë¼ö¾ø´Â »óÅÂ ÇÃ·¡±×,STR_UNKNOWN_STATE_FLAG,,,
±âÅ¸,,¼ÒºÐ·ù,99,113
¸Ó¸®Àå½Ä,,¼ÒºÐ·ù,99,124
¸¶¹ýÀå°©,,¼ÒºÐ·ù,99,142
Àå°©,,¼ÒºÐ·ù,99,143
¸¶¹ýºÎÃ÷,,¼ÒºÐ·ù,99,152
½Å¹ß,,¼ÒºÐ·ù,99,153
È­»ìÅë,,¼ÒºÐ·ù,99,164
ÃÑ¾ËÅë,,¼ÒºÐ·ù,99,165
ÆøÅºÅë,,¼ÒºÐ·ù,99,166
±Í°í¸®,,¼ÒºÐ·ù,99,173
ÀÌµµ·ù,,¼ÒºÐ·ù,99,252
½ÖÃÑ,,¼ÒºÐ·ù,99,253
½ºÅ³±³º»,,¼ÒºÐ·ù,99,314
¿¹¼úÇ°,,¼ÒºÐ·ù,99,412
Àç·á,,¼ÒºÐ·ù,99,429
¼öÁýÇ°,,¼ÒºÐ·ù,99,430
½ºÅ³À» »ç¿ëÇÒ¼ö ¾ø´Â »óÅÂÀÔ´Ï´Ù,STR_CANT_CASTING_STATE,,,
ÇÊ¿äÇÑ ¿¡³ÊÁö°¡ ºÎÁ·ÇÕ´Ï´Ù,STR_NOT_ENOUGH_PROPERTY,,,
ÇÊ¿ä Àåºñ¸¦ ÀåÂøÇØ¾ß ÇÕ´Ï´Ù,STR_MISMATCH_CASTING_NEED_EQUIP,,,
½ºÅ³ Ä³½ºÆÃ ÁßÀÔ´Ï´Ù,STR_DOING_SKILL_ACTION,,,
Áßº¹ Àû¿ëÇÒ ¼ö ¾ø½À´Ï´Ù,STR_NOTIFY_CANT_DUPLICATE,,,
=============================================,==========================================================================,,,
SP,37,,2,
ÃÖ´ëHP,38,,2,
ÃÖ´ëMP,39,,2,
µ·,40,,2,
¸Ç¼Õ °ø°Ý·Â,41,,2,
ÇÑ¼Õ¹«±â °ø°Ý·Â,42,,2,
¾ç¼Õ¹«±â °ø°Ý·Â,43,,2,
È° °ø°Ý·Â,44,,2,
ÃÑ °ø°Ý·Â,45,,2,
¸¶¹ý¹«±â °ø°Ý·Â,46,,2,
¼®±Ã °ø°Ý·Â,47,,2,
°ÝÅõ¹«±â °ø°Ý·Â,48,,2,
È° °ø°Ý¼Óµµ,49,,2,
ÃÑ °ø°Ý¼Óµµ,50,,2,
°ÝÅõ¹«±â °ø°Ý¼Óµµ,51,,2,
ÀÌµ¿¼Óµµ,52,,2,
¹æ¾î·Â,53,,2,
ÃÖ´ëHP,54,,2,
ÃÖ´ëMP,55,,2,
HPÈ¸º¹·®,56,,2,
MPÈ¸º¹·®,57,,2,
¹è³¶ ¼ÒÁö·®,58,,2,
===================================,====================================================================,,,
±âº»µ¿ÀÛ,,,11,1
Á¦Á¶½ºÅ³,,,11,2
µ¥¹ÌÁö¾×¼Ç,,,11,3
¹«±âÆÄ¿ö¾÷,,,11,4
¹«±âÆÄ¿ö¾÷,,,11,5
¸¶¹ý¹ß»ç,,,11,6
Áö¿ª¸¶¹ýµ¥¹ÌÁö,,,11,7
»óÅÂÁö¼Ó(¼¿ÇÁ),,,11,8
»óÅÂÁö¼Ó,,,11,9
È¸º¹¸¶¹ý(¼¿ÇÁ),,,11,10
È¸º¹¸¶¹ý,,,11,11
»óÅÂÁö¼Ó(¼¿ÇÁ),,,11,12
»óÅÂÁö¼Ó,,,11,13
¼ÒÈ¯¸¶¹ý,,,11,14
ÆÐ½Ãºê,,,11,15
µ¿ÀÛÇ¥Çö,,,11,16
¹üÀ§°ø°ÝÇü(¼¿ÇÁ),,,11,17
¿¹¾à,,,11,18
Èí¼öµ¥¹ÌÁö¾×¼Ç,,,11,19
¿¹¾à,,,11,20
=======================================,======================================================================,,,
ÀÚ½Å,,,10,0
ÆÄÆ¼¿ø,,,10,1
±æµå¿ø,,,10,2
¾Æ±º,,,10,3
¸ó½ºÅÍ,,,10,4
ÀûÄ³¸¯ÅÍ,,,10,5
Àû±º ¾Æ¹ÙÅ¸,,,10,6
¸ðµç ¾Æ¹ÙÅ¸,,,10,7
¸ðµç Ä³¸¯ÅÍ,,,10,8
¿¹¾à,,,10,9
¿¹¾à,,,10,10
========================================,=======================================================================,,,
´ë»ó,STR_TARGET,,,
¼ÒÈ¯¸ó½ºÅÍ,STR_SUMMON_MOB,,,
»çÁ¤°Å¸®,STR_SHOOT_RANGE,,,
Àû¿ë¹üÀ§,STR_APPLY_RANGE,,,
¹Ý°æ,STR_RADIUS,,,
È¿°ú,STR_EFFECT,,,
·¹º§,STR_LEVEL,,,
Áö¼Ó½Ã°£,STR_CONTINUE_TIME,,,
ÃÊ,STR_SECOND,,,
´ÙÀ½ ·¹º§,STR_NEXT_LEVEL,,,
½ºÅ³ÆÄ¿ö,STR_SKILL_POWER,,,
¼º°ø·ü,STR_SUCCESS_RATE,,,
¼Ò¸ð´É·Â,STR_CONSUME_ABILITY,,,
ÇÊ¿äÀåºñ,STR_REQUIRE_EQUIP,,,
»ç¿ëÁ÷¾÷,STR_REQUIRE_JOB,,,
ÇÊ¼ö½ºÅ³,STR_REQUIRE_SKILL,,,
Á¶°Ç´É·Â,STR_REQUIRE_ABILITY,,,
¾ÆÀÌÅÛ Á¦Á¶ ½ÃÀÛ,STR_START_MAKE_ITEM,,,
Àç·á°¡ ºÎÁ·ÇÕ´Ï´Ù,STR_NOT_ENOUGH_MATERIAL,,,
Àç·á°¡ ¾ø½À´Ï´Ù,STR_NOT_EXIST_MATERIAL,,,
¾ÆÀÌÅÛ Á¦Á¶¿¡ ¼º°øÇß½À´Ï´Ù,STR_SUCCESS_MAKE_ITEM,,,
¾ÆÀÌÅÛ Á¦Á¶¿¡ ½ÇÆÐÇß½À´Ï´Ù,STR_FAIL_MAKE_ITEM,,,
Á¦Á¶ ½ºÅ³ ·¹º§ÀÌ ºÎÁ·ÇÕ´Ï´Ù,STR_NOT_ENOUGH_MAKE_SKILL_LEVEL,,,
º¸°ü·á°¡ ºÎÁ·ÇØ¼­ ´õ ÀÌ»ó º¸°üÇÒ ¼ö ¾ø½À´Ï´Ù,STR_BANK_NOT_ENOUGH_MONEY,,,
º¸°üÇÒ ¼ö ¾ø´Â ¾ÆÀÌÅÛÀÔ´Ï´Ù,STR_BANK_CANT_STORE_ITEM,,,
º¸°üÇÒ ¿©À¯ °ø°£ÀÌ ¾ø½À´Ï´Ù,STR_BANK_NOT_ENOUGH_SPACE,,,
°³´çº¸°ü·á,STR_BANK_STORAGE_FEE,,,
º¸°üºÒ°¡,STR_BANK_CANT_STORE,,,
ÆÇ¸ÅºÒ°¡,STR_CANT_SELL,,,
°¡°Ý,STR_PRICE,,,
ÆÇ¸Å°¡°Ý,STR_SELL_PRICE,,,
ÇÊ¿äÆ÷ÀÎÆ®,STR_REQUIRE_POINT,,,
Á¦Á¶ ½ºÅ³À» »ç¿ëÁßÀÔ´Ï´Ù,STR_USING_MAKESKILL,,,
¹°°¡°¡ º¯µ¿µÇ¾ú½À´Ï´Ù,STR_CHANGE_PRICES,,,
°Å·¡¸¦ Áß´ÜÇÏ½Ã°Ú½À´Ï±î?,STR_QUERY_STOP_TRADE,,,
±Ó¼Ó¸»,STR_WHISPER,,,
´ÔÀº ·¹º§ÀÌ ¸ÂÁö ¾Ê¾Æ ÆÄÆ¼¿¡ µé¾î¿Ã ¼ö ¾ø½À´Ï´Ù,STR_CANT_JOIN_PARTY_REASON_LEVEL,,,
Ã¢°í,STR_BANK,,,
µ·ÀÌ ºÎÁ·ÇÕ´Ï´Ù,STR_NOT_ENOUGH_MONEY,,,
ÆÇ¸Å¸ñ·Ï¿¡ ¿Ã·ÁÁø ¾ÆÀÌÅÛÀÔ´Ï´Ù,STR_ITEM_IN_TRADE_LIST,,,
