,,,,
Ç×±¸-±³È²Ã»Å×½ºÆ®,3DData\JUNON\House\church\church.txt,30,2,3DData\MData\JUNON\House\church\church.x
Ç×±¸-¹Î°¡01,3DData\JUNON\House\Pminga01\Pminga01.txt,30,2,3DData\MData\JUNON\House\Pminga01\Pminga01.x
Ç×±¸-¹Î°¡02,3DData\JUNON\House\Pminga02\Pminga02.txt,30,2,3DData\MData\JUNON\House\Pminga02\Pminga02.x
,,,,
Ç×±¸-¹Î°¡04,3DData\JUNON\House\Pminga04\Pminga04.txt,30,2,3DData\MData\JUNON\House\Pminga04\Pminga04.x
Ç×±¸-¸®»çÀÇµå·¹½º¼¥,3DData\JUNON\House\Prisa\risa.txt,30,2,3DData\MData\JUNON\House\Prisa\risa.x
Ç×±¸-¿þÆù¼¥,3DData\JUNON\House\Pweapon\Pweapon.txt,30,2,3DData\MData\JUNON\House\Pweapon\Pweapon.x
Ç×±¸-¾Ç¼¼»ç¸®¼¥,3DData\JUNON\House\Pjewelry\Pjewelry.txt,30,2,3DData\MData\JUNON\House\Pjewelry\Pjewelry.x
Ç×±¸-¸Ó½Å¼¥,3DData\JUNON\House\Pmachine\Pmachine.txt,30,2,3DData\MData\JUNON\House\Pmachine\Pmachine.x
Ç×±¸-¿ÍÀÎ¼¥,3DData\JUNON\House\Pwine\Pwine.txt,30,2,3DData\MData\JUNON\House\Pwine\Pwine.x
Ç×±¸-¾Æ¸Ó¼¥,3DData\JUNON\House\Parmor\Parmor.txt,30,2,3DData\MData\JUNON\House\Parmor\Parmor.x
Ç×±¸-ÆÛ·¼»ó´Ü,3DData\JUNON\House\perellsangdan\perellsangdan.txt,30,2,3DData\MData\JUNON\House\perellsangdan\perellsangdan.x
Ç×±¸-¶óÀÌÃ³½º,3DData\JUNON\House\lychurs\lychurs.txt,30,2,3DData\MData\JUNON\House\lychurs\lychurs.x
Ç×±¸-¾Æ·ç¹Í,3DData\JUNON\House\arumic\arumic.txt,30,2,3DData\MData\JUNON\House\arumic\arumic.x
Ç×±¸-¾È³»,3DData\JUNON\House\inforhouse\inforhouse.txt,30,2,3DData\MData\JUNON\House\inforhouse\inforhouse.x
