,,,,
ÀÏÀÚÅÍ³Î,3DData\JUNON\Dungeon\road01\road01.txt,20,,3DData\MData\JUNON\Dungeon\road01\road01.x
ÀÏÀÚÅÍ³Îa,3DData\JUNON\Dungeon\road01a\road01a.txt,20,,3DData\MData\JUNON\Dungeon\road01a\road01a.x
ÀÏÀÚÅÍ³Îb,3DData\JUNON\Dungeon\road01b\road01b.txt,20,,3DData\MData\JUNON\Dungeon\road01b\road01b.x
ÀÏÀÚÅÍ³Îc,3DData\JUNON\Dungeon\road01c\road01c.txt,20,,3DData\MData\JUNON\Dungeon\road01c\road01c.x
¤¡ÀÚÅÍ³Î,3DData\JUNON\Dungeon\road02\road02.txt,20,,3DData\MData\JUNON\Dungeon\road02\road02.x
¤¡ÀÚÅÍ³Îa,3DData\JUNON\Dungeon\road02a\road02a.txt,20,,3DData\MData\JUNON\Dungeon\road02a\road02a.x
TÀÚÅÍ³Î,3DData\JUNON\Dungeon\road03\road03.txt,20,,3DData\MData\JUNON\Dungeon\road03\road03.x
TÀÚÅÍ³Îa,3DData\JUNON\Dungeon\road03a\road03a.txt,20,,3DData\MData\JUNON\Dungeon\road03a\road03a.x
10ÀÚÅÍ³Î,3DData\JUNON\Dungeon\road04\road04.txt,20,,3DData\MData\JUNON\Dungeon\road04\road04.x
10ÀÚÅÍ³Îa,3DData\JUNON\Dungeon\road04a\road04a.txt,20,,3DData\MData\JUNON\Dungeon\road04a\road04a.x
10ÀÚÅÍ³Îb,3DData\JUNON\Dungeon\road04b\road04b.txt,20,,3DData\MData\JUNON\Dungeon\road04b\road04b.x
µ¼,3DData\JUNON\Dungeon\roaddom\roaddom.txt,20,,3DData\MData\JUNON\Dungeon\roaddom\roaddom.x
µ¼ÁöÇÏ01,3DData\JUNON\Dungeon\domjiha01\domjiha01.txt,20,,3DData\MData\JUNON\Dungeon\domjiha01\domjiha01.x
Á¾À¯¼®01,3DData\JUNON\Dungeon\jongustone01\jongustone01.txt,20,,3DData\MData\JUNON\Dungeon\jongustone01\jongustone01.x
Á¾À¯¼®02,3DData\JUNON\Dungeon\jongustone02\jongustone02.txt,20,,3DData\MData\JUNON\Dungeon\jongustone02\jongustone02.x
Á¾À¯¼®03,3DData\JUNON\Dungeon\jongustone03\jongustone03.txt,20,,3DData\MData\JUNON\Dungeon\jongustone03\jongustone03.x
Á¾À¯¼®04,3DData\JUNON\Dungeon\jongustone04\jongustone04.txt,20,,3DData\MData\JUNON\Dungeon\jongustone04\jongustone04.x
Á¾À¯¼®05,3DData\JUNON\Dungeon\jongustone05\jongustone05.txt,20,,3DData\MData\JUNON\Dungeon\jongustone05\jongustone05.x
Á¾À¯¼®06,3DData\JUNON\Dungeon\jongustone06\jongustone06.txt,20,,3DData\MData\JUNON\Dungeon\jongustone06\jongustone06.x
