????01,3Ddata\ITEM\common\box01.txt
,
,
faceitem_?????? ???? ???? ??????,3Ddata\ITEM\faceitem\faceitem01.txt
,
,
,
,
,
,
,
cap_???????? ???? ???? ??????,3Ddata\ITEM\cap\cap01.txt
cap_?????? ???? ???? ??????,3Ddata\ITEM\cap\cap02.txt
,
,
,
,
hair-???? ???? ???? ??????,3Ddata\ITEM\hair\hair01.txt
cap-?????? ???? ??????????,3Ddata\ITEM\cap\cap03.txt
,
,
,
,
,
,
,
,
,
,
,
,
body_????????(????????) ???? ???? ??????,3Ddata\ITEM\body\body02.txt
body_???????????? ???? ???? ??????,3Ddata\ITEM\body\body03.txt
,
,
,
,
,
,
,
,
body_???????????? ???? ???? ??????,3Ddata\ITEM\body\body04.txt
body_???????? ???? ???? ??????,3Ddata\ITEM\body\body01.txt
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
????????????,3Ddata\ITEM\di61\di61.txt
????????????,3Ddata\ITEM\di62\di62.txt
????????????,3Ddata\ITEM\di63\di63.txt
,
,
,
,
,
,
,
arm_???????? ???? ???? ??????,3Ddata\ITEM\arm\arm01.txt
arm_?????????? ???? ???? ??????,3Ddata\ITEM\arm\arm02.txt
,
,
,
,
,
foot_?????????? ???? ???? ??????,3Ddata\ITEM\foot\foot01.txt
foot_?????????? ???? ???? ??????,3Ddata\ITEM\foot\foot02.txt
,
,
,
,
,
,
back_?????? ???? ???? ??????,3Ddata\ITEM\back\back01.txt
back_?????? ???? ???? ??????,3Ddata\ITEM\back\back02.txt
back_?????? ???? ???? ??????,3Ddata\ITEM\back\back03.txt
,
,
,
,
,
,
necklace_?????? ???? ???? ??????,3Ddata\ITEM\common\necklace01.txt
,
,
,
ring_???? ???? ???? ??????,3Ddata\ITEM\common\ring01.txt
,
,
,
,
,
????????,3Ddata\ITEM\common\box01.txt
,
,
,
,
???? ????(??),3Ddata\ITEM\di1\di1.txt
???? ????(??),3Ddata\ITEM\di1\di1.txt
???? ????(??),3Ddata\ITEM\di1\di1.txt
???? ????(??),3Ddata\ITEM\di2\di2.txt
???? ????(??),3Ddata\ITEM\di2\di2.txt
???? ????(??),3Ddata\ITEM\di2\di2.txt
???? ?????? ?? ??,3Ddata\ITEM\di3\di3.txt
???? ?????? ?? ??,3Ddata\ITEM\di4\di4.txt
???? ????(??),3Ddata\ITEM\di3\di3.txt
???? ????(??),3Ddata\ITEM\di3\di3.txt
???? ????(??),3Ddata\ITEM\di3\di3.txt
???? ????(??),3Ddata\ITEM\di4\di4.txt
???? ????(??),3Ddata\ITEM\di4\di4.txt
???? ????(??),3Ddata\ITEM\di4\di4.txt
???? ????,3Ddata\ITEM\di1\di1.txt
?????? ????,3Ddata\ITEM\di1\di1.txt
???? ????,3Ddata\ITEM\di1\di1.txt
?????? ????,3Ddata\ITEM\di1\di1.txt
?????? ????,3Ddata\ITEM\di1\di1.txt
????,3Ddata\ITEM\di5\di5.txt
??????,3Ddata\ITEM\di6\di6.txt
?????? ?? ??,3Ddata\ITEM\di7\di7.txt
HP????,3Ddata\ITEM\di43\di43.txt
MP????,3Ddata\ITEM\di43\di44.txt
????????????,3Ddata\ITEM\di43\di45.txt
????????,3Ddata\ITEM\di46\di46.txt
,
,
,
,
,
??????????,3Ddata\ITEM\di8\di8.txt
????????????,3Ddata\ITEM\di9\di9.txt
???? ????,3Ddata\ITEM\di9\di9.txt
???? (?????? ????),3Ddata\ITEM\di9\di9.txt
??,3Ddata\ITEM\di9\di9.txt
????,3Ddata\ITEM\di9\di9.txt
,
,
,
,
???? ??????(????),3Ddata\ITEM\di50\di50.txt
???? ?????? (??????),3Ddata\ITEM\di50\di50.txt
???? ?????? (??????),3Ddata\ITEM\di50\di50.txt
???? ?????? (??????),3Ddata\ITEM\di50\di50.txt
,
,
,
,
,
,
???? ????,3Ddata\ITEM\di10\di10.txt
???? ????,3Ddata\ITEM\di11\di11.txt
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
???? ????,
???? ????,3Ddata\ITEM\di19\di19.txt
"???? ?????? (??????, ???????? ??)",3Ddata\ITEM\di18\di18.txt
???? ??????,3Ddata\ITEM\di25\di25.txt
"???? ???? (????????, ???????? ??)",3Ddata\ITEM\di17\di17.txt
????,3Ddata\ITEM\di12\di12.txt
,
,
????,3Ddata\ITEM\di13\di13.txt
,
????,3Ddata\ITEM\di14\di14.txt
,
????,3Ddata\ITEM\di15\di15.txt
,
????,3Ddata\ITEM\di16\di16.txt
,
???? ????,3Ddata\ITEM\di22\di22.txt
???? ????,3Ddata\ITEM\di21\di21.txt
???? ????,3Ddata\ITEM\di20\di20.txt
???? ????,3Ddata\ITEM\di23\di23.txt
??????,3Ddata\ITEM\di24\di24.txt
??????????,3Ddata\ITEM\di26\di26.txt
????,3Ddata\ITEM\di27\di27.txt
????,3Ddata\ITEM\di28\di28.txt
????,3Ddata\ITEM\di29\di29.txt
????,3Ddata\ITEM\di30\di30-1.txt
????,3Ddata\ITEM\di30\di30-2.txt
????,3Ddata\ITEM\di30\di30-3.txt
,
,
,3Ddata\ITEM\di13\di13.txt
,3Ddata\ITEM\di13\di13.txt
,3Ddata\ITEM\di13\di13.txt
,3Ddata\ITEM\di13\di13.txt
,3Ddata\ITEM\di13\di13.txt
