,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,,,,,,,,
,,,,,,,,,,,
bullet,3DData\Effect\EffectMesh\bullet\bullet_01.zms,3DData\Effect\EffectMesh\bullet\bullet_01.zmo,3DData\Effect\EffectMesh\bullet\bullet_01.DDS,1,1,0,1,1,5,2,1
bend_01,3DData\Effect\EffectMesh\defend_01\bend_01.zms,3DData\Effect\EffectMesh\defend_01\bend_01.zmo,3DData\Effect\EffectMesh\defend_01\redglow1.dds,1,0,0,1,0,5,2,1
bend_02,3DData\Effect\EffectMesh\defend_01\bend_01.zms,3DData\Effect\EffectMesh\defend_01\bend_01.zmo,3DData\Effect\EffectMesh\defend_01\greenglow1.dds,1,0,0,1,0,5,2,1
bone_01,3DData\Effect\EffectMesh\bone_01.zms,3DData\Effect\EffectMesh\bone_01.zmo,3DData\Effect\particles\texture\bone_01.dds,1,1,0,1,1,5,6,1
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
falls_01,3DData\Effect\EffectMesh\falls\falls_01.zms,3DData\Effect\EffectMesh\falls\falls_01.zmo,3DData\Effect\EffectMesh\falls\pokpo01_05_01_d.DDS,1,1,0,1,0,5,6,1
,,,,0,0,0,0,0,0,0,0
pokpo015,3DDATA\Effect\EffectMesh\WATER\pokpo015.ZMS,3DDATA\Effect\EffectMesh\WATER\pokpo015.ZMo,3DDATA\Effect\EffectMesh\WATER\pokpo015.DDS,1,0,0,1,0,5,2,1
mulgyul01,3DDATA\Effect\EffectMesh\WATER\mulguyl01.ZMS,3DDATA\Effect\EffectMesh\WATER\mulguyl01.ZMO,3DDATA\Effect\EffectMesh\WATER\mulguyl01.DDS,1,0,0,1,0,5,2,1
mulgyul02,3DDATA\Effect\EffectMesh\WATER\mulguyl02.ZMS,3DDATA\Effect\EffectMesh\WATER\mulguyl02.ZMO,3DDATA\Effect\EffectMesh\WATER\mulguyl01.DDS,1,0,0,1,0,5,2,1
mulgyul03,3DDATA\Effect\EffectMesh\WATER\mulguyl03.ZMS,3DDATA\Effect\EffectMesh\WATER\mulguyl03.ZMO,3DDATA\Effect\EffectMesh\WATER\mulguyl01.DDS,1,0,0,1,0,5,2,1
oceanwave01,3DDATA\Effect\EffectMesh\WATER\oceanwave01.ZMS,3DDATA\Effect\EffectMesh\WATER\oceanwave01.ZMO,3DDATA\Effect\EffectMesh\WATER\oceanwave01.DDS,1,0,0,1,0,5,2,1
rainbow01,3DDATA\ENVOBJ\rainbow01.zms,3DDATA\ENVOBJ\rainbow01.zmo,3DDATA\ENVOBJ\rainbow01.DDS,1,1,0,1,0,5,2,1
ocean_ring01,3Ddata\Effect\EffectMesh\WATER\ocean_ring01.ZMS,3Ddata\Effect\EffectMesh\WATER\ocean_ring01.ZMO,3DDATA\Effect\EffectMesh\WATER\oceanwave01.DDS,1,0,0,1,0,5,2,1
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
,,,,0,0,0,0,0,0,0,0
mulgyul04(fast),3DDATA\Effect\EffectMesh\WATER\mulguyl04.ZMS,3DDATA\Effect\EffectMesh\WATER\mulguyl04.ZMO,3DDATA\Effect\EffectMesh\WATER\mulguyl01.DDS,1,0,0,1,0,5,2,1
mulgyul05(fast),3DDATA\Effect\EffectMesh\WATER\mulguyl05.ZMS,3DDATA\Effect\EffectMesh\WATER\mulguyl05.ZMO,3DDATA\Effect\EffectMesh\WATER\mulguyl01.DDS,1,0,0,1,0,5,2,1
choutan_01,3DData\Effect\EffectMesh\choutan_01.zms,3DData\Effect\EffectMesh\choutan_01.zmo,3DData\Effect\particles\texture\item_choutan_01.dds,1,0,0,1,0,5,6,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
defend_01,3DData\Effect\EffectMesh\defend_01\defend_01.zms,3DData\Effect\EffectMesh\defend_01\defend_01.zmo,3DData\Effect\EffectMesh\defend_01\defend_01.dds,1,0,0,1,0,5,6,1
defend_02,3DData\Effect\EffectMesh\defend_01\defend_01.zms,3DData\Effect\EffectMesh\defend_01\defend_01.zmo,3DData\Effect\EffectMesh\defend_01\defend_02.dds,1,0,0,1,0,5,6,1
dust_03,3DData\Effect\EffectMesh\dust_03.zms,3DData\Effect\EffectMesh\dust_03.zmo,3DData\Effect\particles\texture\dust_03.dds,1,1,0,1,0,5,2,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
elect_bow_01,3DData\Effect\EffectMesh\elect_bow_01.zms,3DData\Effect\EffectMesh\elect_bow_01.zmo,3DData\Effect\particles\texture\lightningarrow_03.dds,1,1,0,1,1,5,2,1
elect_effect_01,3DData\Effect\EffectMesh\elect_effect_01.zms,3DData\Effect\EffectMesh\elect_effect_01.zmo,3DData\Effect\particles\texture\elect_effect_01.dds,1,1,0,1,0,5,4,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
fire_bow_01,3DData\Effect\EffectMesh\fire_bow_01.zms,3DData\Effect\EffectMesh\fire_bow_01.zmo,3DData\Effect\particles\texture\emit_03.dds,1,1,0,1,1,5,2,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Mgun_firing_01,3DData\Effect\EffectMesh\Mgun_firing_01\Mgun_firing_010.zms,3DData\Effect\EffectMesh\Mgun_firing_01\Mgun_firing_010.zmo,3DData\Effect\EffectMesh\Mgun_firing_01\Mgun_firing_01.dds,1,1,0,1,0,5,2,1
general_bow_01,3DData\Effect\EffectMesh\general_bow_01.zms,3DData\Effect\EffectMesh\general_bow_01.zmo,3DData\Effect\particles\texture\bow_01.dds,1,1,0,1,0,5,6,1
goldtan_01,3DData\Effect\EffectMesh\goldtan_01.zms,3DData\Effect\EffectMesh\goldtan_01.zmo,3DData\Effect\particles\texture\item_goldtan_01.dds,1,1,0,1,0,5,6,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
horsepower_01,3DData\Effect\EffectMesh\horsepower\horsepower_01.zms,3DData\Effect\EffectMesh\horsepower\horsepower_01.zmo,3DData\Effect\EffectMesh\horsepower\horsepower_01.dds,1,1,0,1,0,5,2,1
horsepower_01_01,3DData\Effect\EffectMesh\horsepower\horsepower_02.zms,3DData\Effect\EffectMesh\horsepower\horsepower_02.zmo,3DData\Effect\EffectMesh\horsepower\horsepower_01.dds,1,1,0,1,0,5,2,1
horsepower_02,3DData\Effect\EffectMesh\horsepower\horsepower_01.zms,3DData\Effect\EffectMesh\horsepower\horsepower_01.zmo,3DData\Effect\EffectMesh\horsepower\horsepower_02.dds,1,1,0,1,0,5,2,1
horsepower_02_01,3DData\Effect\EffectMesh\horsepower\horsepower_02.zms,3DData\Effect\EffectMesh\horsepower\horsepower_02.zmo,3DData\Effect\EffectMesh\horsepower\horsepower_02.dds,1,1,0,1,0,5,2,1
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
image_bow_01,3DData\Effect\EffectMesh\image_bow_01.zms,3DData\Effect\EffectMesh\image_bow_01.zmo,3DData\Effect\particles\texture\emit_02.dds,1,1,0,1,0,5,2,1
