,,,,
ÀÏÀÚÅÍ³Î01,3DData\LUNAR\Dungeon\road01\road01.txt,20,,3DData\MData\LUNAR\Dungeon\road01\road01.x
ÀÏÀÚÅÍ³Î02,3DData\LUNAR\Dungeon\road01a\road01a.txt,20,,3DData\MData\LUNAR\Dungeon\road01a\road01a.x
¤¡ÀÚÅÍ³Î,3DData\LUNAR\Dungeon\road02\road02.txt,20,,3DData\MData\LUNAR\Dungeon\road02\road02.x
T ÀÚÅÍ³Î,3DData\LUNAR\Dungeon\road03\road03.txt,20,,3DData\MData\LUNAR\Dungeon\road03\road03.x
½ÊÀÚÅÍ³Î,3DData\LUNAR\Dungeon\road04\road04.txt,20,,3DData\MData\LUNAR\Dungeon\road04\road04.x
½ÊÀÚÅÍ³Îµ¼,3DData\LUNAR\Dungeon\road04a\road04a.txt,20,,3DData\MData\LUNAR\Dungeon\road04a\road04a.x
°è´ÜÅÍ³Î,3DData\LUNAR\Dungeon\road05\road05.txt,20,,3DData\MData\LUNAR\Dungeon\road05\road05.x
ÅÍ³Î´ëÇüµ¼,3DData\LUNAR\Dungeon\roaddom\roaddom.txt,20,,3DData\MData\LUNAR\Dungeon\roaddom\roaddom.x
ÀÔ±¸,3DData\LUNAR\Dungeon\warpgate\warpgate.txt,20,,3DData\MData\LUNAR\Dungeon\warpgate\warpgate.x
Åë·Î°è´Ü,3DData\LUNAR\Dungeon\dogdan\dogdan.txt,20,,3DData\MData\LUNAR\Dungeon\dogdan\dogdan.x
¼¼¼ý´ë¾Æ,3DData\LUNAR\Dungeon\jan\jan.txt,20,,3DData\MData\LUNAR\Dungeon\jan\jan.x
ÀÛÀºµ¼¹Ù´Ú,3DData\LUNAR\Dungeon\set04abadak\set04abadak.txt,20,,3DData\MData\LUNAR\Dungeon\set04abadak\set04abadak.x
¹®Æ²,3DData\LUNAR\Dungeon\doortool\doortool.txt,20,,3DData\MData\LUNAR\Dungeon\doortool\doortool.x
³ª¹«01,3DData\LUNAR\Dungeon\plant01\plant01.txt,20,,3DData\MData\LUNAR\Dungeon\plant01\plant01.x
³ª¹«02,3DData\LUNAR\Dungeon\plant02\plant02.txt,20,,3DData\MData\LUNAR\Dungeon\plant02\plant02.x
³ª¹«03,3DData\LUNAR\Dungeon\plant03\plant03.txt,20,,3DData\MData\LUNAR\Dungeon\plant03\plant03.x
¹ÙÀ§01,3DData\LUNAR\Dungeon\stone01\stone01.txt,20,,3DData\MData\LUNAR\Dungeon\stone01\stone01.x
¹ÙÀ§02,3DData\LUNAR\Dungeon\stone02\stone02.txt,20,,3DData\MData\LUNAR\Dungeon\stone02\stone02.x
¹ÙÀ§03,3DData\LUNAR\Dungeon\stone03\stone03.txt,20,,3DData\MData\LUNAR\Dungeon\stone03\stone03.x
º®,3DData\LUNAR\Dungeon\wall\wall.txt,20,,3DData\MData\LUNAR\Dungeon\wall\wall.x
Åë·Î°è´Ü¹ÝÂÊ,3DData\LUNAR\Dungeon\dogdanhalf\dogdanhalf.txt,20,,3DData\MData\LUNAR\Dungeon\dogdanhalf\dogdanhalf.x
