,,,
3DDATA\MOTION\AVATAR\empty_stop1_m1.ZMO,3DDATA\MOTION\AVATAR\empty_stop1_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_stop2_m1.ZMO,3DDATA\MOTION\AVATAR\empty_stop2_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_walk_m1.ZMO,3DDATA\MOTION\AVATAR\empty_walk_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_run_m1.ZMO,3DDATA\MOTION\AVATAR\empty_run_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_sit_m1.ZMO,3DDATA\MOTION\AVATAR\empty_sit_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_siting_m1.ZMO,3DDATA\MOTION\AVATAR\empty_siting_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_stand_m1.ZMO,3DDATA\MOTION\AVATAR\empty_stand_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_warning_m1.ZMO,3DDATA\MOTION\AVATAR\empty_warning_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_attack01_m1.ZMO,3DDATA\MOTION\AVATAR\empty_attack01_f1.ZMO,,
3DDATA\MOTION\AVATAR\empty_attack02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_attack03_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_hit_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_fall_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_die_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_raise_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_jump1_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_jump2_m1.ZMO,,,
,,,
3DDATA\MOTION\AVATAR\ARUA_EMPTY_DIE_M1.ZMO,3DDATA\MOTION\AVATAR\ARUA_EMPTY_DIE_F1.ZMO,,
3DDATA\MOTION\AVATAR\Delete_Avatar.ZMO,,,
,,,
,,,
3DDATA\MOTION\AVATAR\onehand_walk_m1.ZMO,3DDATA\MOTION\AVATAR\onehand_walk_f1.ZMO,,
3DDATA\MOTION\AVATAR\onehand_run_m1.ZMO,3DDATA\MOTION\AVATAR\onehand_run_f1.ZMO,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\onehand_warning_m1.ZMO,3DDATA\MOTION\AVATAR\onehand_warning_f1.ZMO,,
3DDATA\MOTION\AVATAR\onehand_attack01_m1.ZMO,3DDATA\MOTION\AVATAR\onehand_attack01_f1.ZMO,,
3DDATA\MOTION\AVATAR\onehand_attack02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_attack03_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_hit_m1.ZMO,,,
,,,
3DDATA\MOTION\AVATAR\onehand_die_m1.ZMO,,,
3DDATA\MOTION\AVATAR\ARUA_ONEHAND_DIE_M1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\onetool_run_m1.ZMO,3DDATA\MOTION\AVATAR\onetool_run_f1.ZMO,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\onetool_attack01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_attack02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_attack03_m1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twoswd_stop1_m1.ZMO,3DDATA\MOTION\AVATAR\twoswd_stop1_f1.ZMO,,
3DDATA\MOTION\AVATAR\twoswd_stop2_m1.ZMO,,,
,,,
3DDATA\MOTION\AVATAR\twoswd_run_m1.ZMO,3DDATA\MOTION\AVATAR\twoswd_run_f1.ZMO,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twoswd_warning_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_attack01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_attack02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_attack03_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_hit_m1.ZMO,,,
,,,
3DDATA\MOTION\AVATAR\twoswd_die_m1.ZMO,,,
3DDATA\MOTION\AVATAR\ARUA_TWOSWD_DIE_M1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\ARUA_KATAR_DIE_M1.ZMO,3DDATA\MOTION\AVATAR\ARUA_KATAR_DIE_F1.ZMO,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twospear_stop1_m1.ZMO,3DDATA\MOTION\AVATAR\twospear_stop1_f1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_stop2_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_walk_m1.ZMO,3DDATA\MOTION\AVATAR\twospear_walk_f1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_run_m1.ZMO,3DDATA\MOTION\AVATAR\twospear_run_f1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_sit_m1.ZMO,3DDATA\MOTION\AVATAR\twospear_sit_f1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_siting_m1.ZMO,3DDATA\MOTION\AVATAR\twospear_siting_f1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_stand_m1.ZMO,3DDATA\MOTION\AVATAR\twospear_stand_f1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_warning_m1.ZMO,3DDATA\MOTION\AVATAR\twospear_warning_f1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_attack01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_attack02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_attack03_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_hit_m1.ZMO,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twospear_kasa1_m1.ZMO,3DDATA\MOTION\AVATAR\twospear_kasa1_f1.ZMO,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twohand_stop1_m1.ZMO,3DDATA\MOTION\AVATAR\twohand_stop1_f1.ZMO,,
,,,
3DDATA\MOTION\AVATAR\twohand_walk_m1.ZMO,3DDATA\MOTION\AVATAR\twohand_walk_f1.ZMO,,
3DDATA\MOTION\AVATAR\twohand_run_m1.ZMO,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twohand_warning_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twohand_attack01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twohand_attack02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twohand_attack03_m1.ZMO,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twospear_sit_m1.ZMO,3DDATA\MOTION\AVATAR\TWOHAND_SIT_F1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_siting_m1.ZMO,3DDATA\MOTION\AVATAR\TWOHAND_SITING_F1.ZMO,,
3DDATA\MOTION\AVATAR\twospear_stand_m1.ZMO,3DDATA\MOTION\AVATAR\TWOHAND_STAND_F1.ZMO,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\kartar_warning_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_attack01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_attack02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_attack03_m1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\bow_stop1_m1.ZMO,3DDATA\MOTION\AVATAR\bow_stop1_f1.ZMO,,
,,,
,,,
3DDATA\MOTION\AVATAR\bow_run_m1.ZMO,3DDATA\MOTION\AVATAR\bow_run_f1.ZMO,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\bow_warning_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bow_attack_m1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\bowgun_stop1_m1.ZMO,3DDATA\MOTION\AVATAR\bowgun_stop1_f1.ZMO,,
,,,
3DDATA\MOTION\AVATAR\bowgun_walk_m1.ZMO,3DDATA\MOTION\AVATAR\bowgun_walk_f1.ZMO,,
3DDATA\MOTION\AVATAR\bowgun_run_m1.ZMO,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\bowgun_warning_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bowgun_attack01_m1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\gun_stop1_m1.ZMO,3DDATA\MOTION\AVATAR\gun_stop1_f1.ZMO,,
,,,
,,,
3DDATA\MOTION\AVATAR\gun_run_m1.ZMO,3DDATA\MOTION\AVATAR\gun_run_f1.ZMO,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\gun_warning_m1.ZMO,,,
3DDATA\MOTION\AVATAR\gun_attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\DualGun_attack_m1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\cannon_stop_m1.ZMO,3DDATA\MOTION\AVATAR\cannon_stop_f1.ZMO,,
,,,
3DDATA\MOTION\AVATAR\cannon_walk_m1.ZMO,3DDATA\MOTION\AVATAR\cannon_walk_f1.ZMO,,
3DDATA\MOTION\AVATAR\cannon_run_m1.ZMO,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\cannon_warning_m1.ZMO,,,
3DDATA\MOTION\AVATAR\cannon_attack_m1.ZMO,,,
,,,
,,,
3DDATA\MOTION\AVATAR\cannon_hit_m1.ZMO,,,
,,,
3DDATA\MOTION\AVATAR\cannon_die_m1.ZMO,,,
3DDATA\MOTION\AVATAR\ARUA_CANNON_DIE_M1.ZMO,,,
3DDATA\MOTION\AVATAR\ARUA_TWOHAND_DIE_M1.ZMO,3DDATA\MOTION\AVATAR\ARUA_TWOHAND_DIE_F1.ZMO,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\magic_attack01_m1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\emotion_casting_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_kiss_m1.ZMO,3DDATA\MOTION\AVATAR\emotion_kiss_f1.ZMO,,
3DDATA\MOTION\AVATAR\emotion_greeting_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_goodbye_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_thanks_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_clap_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_funny_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_fighting_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_angry01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_angry02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_scream_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_welcome_m1.ZMO,,,
3DDATA\MOTION\AVATAR\emotion_trouble_m1.ZMO,,,
3DDATA\MOTION\AVATAR\event_valentine01.zmo,,,
3DDATA\MOTION\AVATAR\EMOTION_HEART_L_0421_CR.zmo,,,
3DDATA\MOTION\AVATAR\EMOTION_HEART_R_0421_CR.zmo,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\dance_casting01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_PIPO_01.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_PIPO_02.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_PIPO_03.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_PIPO_04.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_PIPO_05.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_PIPO_06.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_PIPO_07.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_SEXY_ALL.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_SIDESTEP.ZMO,,,
3DDATA\MOTION\AVATAR\dance_01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_02_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_03_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_04_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_05_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_06_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_rumba_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_rumba_f1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_waltz_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_waltz_f1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_jive_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_jive_f1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_chacha_m1.ZMO,,,
3DDATA\MOTION\AVATAR\dance_chacha_f1.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_70_01.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_70_02.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_70_03.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_ZOMBIE_1.ZMO,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\empty_pickup_m1.zmo,3DDATA\MOTION\AVATAR\empty_pickup_f1.zmo,,
,,,
,,,
