,,,,
Áß¾Ó·Îºñ,3DData\JUNON\Pyramid\jzplobby\jzplobby.txt,20,,3DData\MData\JUNON\Pyramid\jzplobby\jzplobby.x
1Ãþ È¦ ÀÔ±¸,3DData\JUNON\Pyramid\jzphall\jzphall.txt,20,,3DData\MData\JUNON\Pyramid\jzphall\jzphall.x
1Ãþ ¸·´Â º®,3DData\JUNON\Pyramid\jzpwall\jzpwall.txt,20,,3DData\MData\JUNON\Pyramid\jzpwall\jzpwall.x
1Ãþ ¿öÇÁ¹®,3DData\JUNON\Pyramid\jzpmovedoor\jzpmovedoor.txt,20,,3DData\MData\JUNON\Pyramid\jzpmovedoor\jzpmovedoor.x
µ¹Á¶°¢,3DData\JUNON\Pyramid\jzplobbystone\jzplobbystone.txt,20,,3DData\MData\JUNON\Pyramid\jzplobbystone\jzplobbystone.x
1Ãþ ·Îºñ°è´Ü,3DData\JUNON\Pyramid\jzpstair\jzpstair.txt,20,,3DData\MData\JUNON\Pyramid\jzpstair\jzpstair.x
1Ãþ ¸»ÇÏ´Â ¾×ÀÚ,3DData\JUNON\Pyramid\jzppicture\jzppicture.txt,20,,3DData\MData\JUNON\Pyramid\jzppicture\jzppicture.x
µ¹µ¢ÀÌ01,3DData\JUNON\Pyramid\jzpstone01\jzpstone01.txt,20,,3DData\MData\JUNON\Pyramid\jzpstone01\jzpstone01.x
µ¹µ¢ÀÌ02,3DData\JUNON\Pyramid\jzpstone02\jzpstone02.txt,20,,3DData\MData\JUNON\Pyramid\jzpstone02\jzpstone02.x
1ÀÚ º¹µµ,3DData\JUNON\Pyramid\jzproad01\jzproad01.txt,20,,3DData\MData\JUNON\Pyramid\jzproad01\jzproad01.x
1Ãþ º¹µµÆ´»õ,3DData\JUNON\Pyramid\jzproaddoor01\jzproaddoor01.txt,20,,3DData\MData\JUNON\Pyramid\jzproaddoor01\jzproaddoor01.x
2Ãþ  È­·Î,3DData\JUNON\Pyramid\jzpfire01\jzpfire01.txt,20,,3DData\MData\JUNON\Pyramid\jzpfire01\jzpfire01.x
1ÀÚ ºñÅ» º¹µµ,3DData\JUNON\Pyramid\jzproad02\jzproad02.txt,20,,3DData\MData\JUNON\Pyramid\jzproad02\jzproad02.x
1ÀÚ °è´Ü º¹µµ,3DData\JUNON\Pyramid\jzproad03\jzproad03.txt,20,,3DData\MData\JUNON\Pyramid\jzproad03\jzproad03.x
½ÊÀÚ º¹µµ,3DData\JUNON\Pyramid\jzproad04\jzproad04.txt,20,,3DData\MData\JUNON\Pyramid\jzproad04\jzproad04.x
TÀÚ º¹µµ,3DData\JUNON\Pyramid\jzproad05\jzproad05.txt,20,,3DData\MData\JUNON\Pyramid\jzproad05\jzproad05.x
¤¡ÀÚ º¹µµ01,3DData\JUNON\Pyramid\jzproad06\jzproad06.txt,20,,3DData\MData\JUNON\Pyramid\jzproad06\jzproad06.x
¤¡ÀÚ °è´Üº¹µµ,3DData\JUNON\Pyramid\jzproad07\jzproad07.txt,20,,3DData\MData\JUNON\Pyramid\jzproad07\jzproad07.x
3Ãþ º¹µµ Æ´»õ,3DData\JUNON\Pyramid\jzproad08\jzproad08.txt,20,,3DData\MData\JUNON\Pyramid\jzproad08\jzproad08.x
4Ãþ  ¿ÕÀÇ ¹æ,3DData\JUNON\Pyramid\jzpking01\jzpking01.txt,20,,3DData\MData\JUNON\Pyramid\jzpking01\jzpking01.x
4Ãþ  ¿ÕÀÇ¹æ ¿öÇÁ,3DData\JUNON\Pyramid\jzpkingmove\jzpkingmove.txt,20,,3DData\MData\JUNON\Pyramid\jzpkingmove\jzpkingmove.x
4Ãþ  ºÀÀÎ¼®,3DData\JUNON\Pyramid\jzpkingbead\jzpkingbead.txt,20,,3DData\MData\JUNON\Pyramid\jzpkingbead\jzpkingbead.x
°øÅë È¶ºÒ,3DData\JUNON\Pyramid\jzpfire02\jzpfire02.txt,20,,3DData\MData\JUNON\Pyramid\jzpfire02\jzpfire02.x
2Ãþ ÀÔ±¸,3DData\JUNON\Pyramid\jzphall01\jzphall01.txt,20,,3DData\MData\JUNON\Pyramid\jzphall01\jzphall01.x
3Ãþ  È­·Î,3DData\JUNON\Pyramid\jzpfire03\jzpfire03.txt,20,,3DData\MData\JUNON\Pyramid\jzpfire03\jzpfire03.x
°øÅë ÂªÀºº¹µµ,3DData\JUNON\Pyramid\jzproad09\jzproad09.txt,20,,3DData\MData\JUNON\Pyramid\jzproad09\jzproad09.x
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
