????01,HAIR\hair1_00200.txt,HAIR\hair2_00300.txt
,HAIR\hair1_00201.txt,HAIR\hair2_00301.txt
,HAIR\hair1_00202.txt,HAIR\hair2_00302.txt
,HAIR\hair1_00203.txt,HAIR\hair2_00303.txt
,,
????02,HAIR\hair01_00100.txt,HAIR\hair02_00300.txt
,HAIR\hair01_00101.txt,HAIR\hair02_00301.txt
,HAIR\hair01_00102.txt,HAIR\hair02_00302.txt
,HAIR\hair01_00103.txt,HAIR\hair02_00303.txt
,,
????03,HAIR\hair01_00400.txt,HAIR\hair02_00200.txt
,HAIR\hair01_00401.txt,HAIR\hair02_00201.txt
,HAIR\hair01_00402.txt,HAIR\hair02_00201.txt
,HAIR\hair01_00403.txt,HAIR\hair02_00201.txt
,,
????04,HAIR\hair1_00300.txt,HAIR\hair2_00500.txt
,HAIR\hair1_00301.txt,HAIR\hair2_00501.txt
,HAIR\hair1_00302.txt,HAIR\hair2_00502.txt
,HAIR\hair1_00303.txt,HAIR\hair2_00503.txt
,,
????05,HAIR\hair01_00600.txt,HAIR\hair02_00100.txt
,HAIR\hair01_00601.txt,HAIR\hair02_00101.txt
,HAIR\hair01_00602.txt,HAIR\hair02_00102.txt
,HAIR\hair01_00603.txt,HAIR\hair02_00103.txt
,,
????06(????????),HAIR\hair01_00500.txt,HAIR\hair02_00400.txt
,HAIR\hair01_00501.txt,HAIR\hair02_00401.txt
,HAIR\hair01_00502.txt,HAIR\hair02_00402.txt
,HAIR\hair01_00503.txt,HAIR\hair02_00403.txt
,,
????07(????????),HAIR\hair01_00700.txt,HAIR\hair02_00500.txt
,HAIR\hair01_00701.txt,HAIR\hair02_00501.txt
,HAIR\hair01_00702.txt,HAIR\hair02_00502.txt
,HAIR\hair01_00703.txt,HAIR\hair02_00503.txt
,,
????08(????????),HAIR\hair01_00700.txt,HAIR\hair02_00400.txt
,HAIR\hair01_00701.txt,HAIR\hair02_00401.txt
,HAIR\hair01_00702.txt,HAIR\hair02_00402.txt
,HAIR\hair01_00703.txt,HAIR\hair02_00403.txt
,,
Arua_Hair01_01,HAIR\hair01_00700.txt,HAIR\hair02_00500.txt
,HAIR\hair01_00701.txt,HAIR\hair02_00501.txt
,HAIR\hair01_00702.txt,HAIR\hair02_00502.txt
,HAIR\hair01_00703.txt,HAIR\hair02_00503.txt
,,
Arua_Hair01_02,HAIR\hair01_00700.txt,HAIR\hair02_00500.txt
,HAIR\hair01_00701.txt,HAIR\hair02_00501.txt
,HAIR\hair01_00702.txt,HAIR\hair02_00502.txt
,HAIR\hair01_00703.txt,HAIR\hair02_00503.txt
,,
Arua_Hair01_03,HAIR\hair01_00700.txt,HAIR\hair02_00500.txt
,HAIR\hair01_00701.txt,HAIR\hair02_00501.txt
,HAIR\hair01_00702.txt,HAIR\hair02_00502.txt
,HAIR\hair01_00703.txt,HAIR\hair02_00503.txt
,,
Arua_Hair01_04,HAIR\hair01_00100.txt,HAIR\hair2_00300.txt
,HAIR\hair01_00101.txt,HAIR\hair2_00301.txt
,HAIR\hair01_00102.txt,HAIR\hair2_00302.txt
,HAIR\hair01_00103.txt,HAIR\hair2_00303.txt
,,
Arua_Hair01_05,HAIR\hair01_00100.txt,HAIR\hair2_00300.txt
,HAIR\hair01_00101.txt,HAIR\hair2_00301.txt
,HAIR\hair01_00102.txt,HAIR\hair2_00302.txt
,HAIR\hair01_00103.txt,HAIR\hair2_00303.txt
,,
Arua_Hair01_06,HAIR\hair01_00100.txt,HAIR\hair2_00300.txt
,HAIR\hair01_00101.txt,HAIR\hair2_00301.txt
,HAIR\hair01_00102.txt,HAIR\hair2_00302.txt
,HAIR\hair01_00103.txt,HAIR\hair2_00303.txt
,,
Arua_Hair01_07,HAIR\hair01_00500.txt,HAIR\hair02_00100.txt
,HAIR\hair01_00501.txt,HAIR\hair02_00101.txt
,HAIR\hair01_00502.txt,HAIR\hair02_00102.txt
,HAIR\hair01_00503.txt,HAIR\hair02_00103.txt
,,
Arua_Hair01_08,HAIR\hair01_00500.txt,HAIR\hair02_00100.txt
,HAIR\hair01_00501.txt,HAIR\hair02_00101.txt
,HAIR\hair01_00502.txt,HAIR\hair02_00102.txt
,HAIR\hair01_00503.txt,HAIR\hair02_00103.txt
,,
Arua_Hair01_09,HAIR\hair01_00500.txt,HAIR\hair02_00100.txt
,HAIR\hair01_00501.txt,HAIR\hair02_00101.txt
,HAIR\hair01_00502.txt,HAIR\hair02_00102.txt
,HAIR\hair01_00503.txt,HAIR\hair02_00103.txt
,,
Arua_Hair01_10,HAIR\hair1_00200.txt,HAIR\hair02_00200.txt
,HAIR\hair1_00201.txt,HAIR\hair02_00201.txt
,HAIR\hair1_00202.txt,HAIR\hair02_00201.txt
,HAIR\hair1_00203.txt,HAIR\hair02_00201.txt
,,
Arua_Hair01_11,HAIR\hair1_00200.txt,HAIR\hair02_00200.txt
,HAIR\hair1_00201.txt,HAIR\hair02_00201.txt
,HAIR\hair1_00202.txt,HAIR\hair02_00201.txt
,HAIR\hair1_00203.txt,HAIR\hair02_00201.txt
,,
Arua_Hair01_12,HAIR\hair1_00200.txt,HAIR\hair02_00200.txt
,HAIR\hair1_00201.txt,HAIR\hair02_00201.txt
,HAIR\hair1_00202.txt,HAIR\hair02_00201.txt
,HAIR\hair1_00203.txt,HAIR\hair02_00201.txt
,,
Arua_Hair01_13,HAIR\hair01_00400.txt,HAIR\hair02_00300.txt
,HAIR\hair01_00401.txt,HAIR\hair02_00301.txt
,HAIR\hair01_00402.txt,HAIR\hair02_00302.txt
,HAIR\hair01_00403.txt,HAIR\hair02_00303.txt
,,
Arua_Hair01_14,HAIR\hair01_00400.txt,HAIR\hair02_00300.txt
,HAIR\hair01_00401.txt,HAIR\hair02_00301.txt
,HAIR\hair01_00402.txt,HAIR\hair02_00302.txt
,HAIR\hair01_00403.txt,HAIR\hair02_00303.txt
,,
Arua_Hair01_15,HAIR\hair01_00400.txt,HAIR\hair02_00300.txt
