,,,,,,,,,,,,,
mulgyul01,3DDATA\Effect\EffectMesh\WATER\mulguyl01.ZMS,3DDATA\Effect\EffectMesh\WATER\mulguyl01.ZMO,3DDATA\Effect\EffectMesh\WATER\mulguyl01.DDS,1,0,0,1,0,5,2,1,3DDATA\\MData\\Effect\\EffectMesh\\WATER\\mulguyl01.x,0
mulgyul02,3DDATA\Effect\EffectMesh\WATER\mulguyl02.ZMS,3DDATA\Effect\EffectMesh\WATER\mulguyl02.ZMO,3DDATA\Effect\EffectMesh\WATER\mulguyl01.DDS,1,0,0,1,0,5,2,1,3DDATA\\MData\\Effect\\EffectMesh\\WATER\\mulguyl02.x,0
mulgyul03,3DDATA\Effect\EffectMesh\WATER\mulguyl03.ZMS,3DDATA\Effect\EffectMesh\WATER\mulguyl03.ZMO,3DDATA\Effect\EffectMesh\WATER\mulguyl01.DDS,1,0,0,1,0,5,2,1,3DDATA\\MData\\Effect\\EffectMesh\\WATER\\mulguyl03.x,0
oceanwave01,3DDATA\Effect\EffectMesh\WATER\oceanwave01.ZMS,3DDATA\Effect\EffectMesh\WATER\oceanwave01.ZMO,3DDATA\Effect\EffectMesh\WATER\oceanwave01.DDS,1,0,0,1,0,5,2,1,3DDATA\\MData\\Effect\\EffectMesh\\WATER\\oceanwave01.x,0
ocean_ring01,3Ddata\Effect\EffectMesh\WATER\ocean_ring01.ZMS,3Ddata\Effect\EffectMesh\WATER\ocean_ring01.ZMO,3DDATA\Effect\EffectMesh\WATER\oceanwave01.DDS,1,0,0,1,0,5,2,1,3DDATA\\MData\\Effect\\EffectMesh\\WATER\\ocean_ring01.x,0
water02_JG01_01,3Ddata\JUNON\WATER\pocpo\water02_JG01_01.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_01.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_01.X,0
water02_JG01_02,3Ddata\JUNON\WATER\pocpo\water02_JG01_02.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_02.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_02.X,0
water02_JG01_03,3Ddata\JUNON\WATER\pocpo\water02_JG01_03.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_03.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_03.X,0
water02_JG01_04,3Ddata\JUNON\WATER\pocpo\water02_JG01_04.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_04.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_04.X,0
water02_JG01_05,3Ddata\JUNON\WATER\pocpo\water02_JG01_05.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_05.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_05.X,0
water02_JG01_06,3Ddata\JUNON\WATER\pocpo\water02_JG01_06.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_06.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_06.X,0
water02_JG01_07,3Ddata\JUNON\WATER\pocpo\water02_JG01_07.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_07.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_07.X,0
water02_JG01_08,3Ddata\JUNON\WATER\pocpo\water02_JG01_08.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_08.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_08.X,0
water02_JG01_09,3Ddata\JUNON\WATER\pocpo\water02_JG01_09.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_09.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_09.X,0
water02_JG01_10,3Ddata\JUNON\WATER\pocpo\water02_JG01_10.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_10.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_10.X,0
water02_JG01_11,3Ddata\JUNON\WATER\pocpo\water02_JG01_11.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_11.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_11.X,0
water02_JG01_12,3Ddata\JUNON\WATER\pocpo\water02_JG01_12.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_12.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_12.X,0
water02_JG01_13,3Ddata\JUNON\WATER\pocpo\water02_JG01_13.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_13.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_13.X,0
water02_JG01_14,3Ddata\JUNON\WATER\pocpo\water02_JG01_14.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG01_14.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG01_14.X,0
water02_JG02_01,3Ddata\JUNON\WATER\pocpo\water02_JG02_01.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG02_01.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG02_01.X,0
water02_JG02_02,3Ddata\JUNON\WATER\pocpo\water02_JG02_02.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG02_01.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG02_02.X,0
water02_JG02_03,3Ddata\JUNON\WATER\pocpo\water02_JG02_03.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG02_01.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG02_03.X,0
water02_JG02_04,3Ddata\JUNON\WATER\pocpo\water02_JG02_04.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG02_01.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG02_04.X,0
water02_JD02_01,3Ddata\JUNON\WATER\pocpo\water02_JD02_01.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JD02_01.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JD02_01.X,0
water02_JD02_02,3Ddata\JUNON\WATER\pocpo\water02_JD02_02.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JD02_02.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JD02_02.X,0
water02_JD02_03,3Ddata\JUNON\WATER\pocpo\water02_JD02_03.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JD02_03.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JD02_03.X,0
water02_JD02_04,3Ddata\JUNON\WATER\pocpo\water02_JD02_04.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JD02_04.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JD02_04.X,0
water02_JG05_01,3Ddata\JUNON\WATER\pocpo\water02_JG05_01.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG05_01.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG05_01.X,0
water02_JG05_02,3Ddata\JUNON\WATER\pocpo\water02_JG05_02.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG05_02.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG05_02.X,0
water02_JG03_01,3Ddata\JUNON\WATER\pocpo\water02_JG03_01.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG03_01.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG03_01.X,0
water02_JG03_02,3Ddata\JUNON\WATER\pocpo\water02_JG03_02.ZMS,3Ddata\JUNON\WATER\pocpo\water02_JG03_02.ZMO,3Ddata\JUNON\WATER\pocpo\water02_01.DDS,1,0,0,1,0,5,2,1,3Ddata\MData\\JUNON\WATER\pocpo\water02_JG03_02.X,0
