,,
¾ó±¼01,FACE\face1_00900.txt,FACE\face2_01000.txt
,FACE\face1_00901.txt,FACE\face2_01001.txt
,FACE\face1_00902.txt,FACE\face2_01002.txt
,FACE\face1_00903.txt,FACE\face2_01003.txt
,,
,,
,,
¾ó±¼02,FACE\face1_01400.txt,FACE\face2_01100.txt
,FACE\face1_01401.txt,FACE\face2_01101.txt
,FACE\face1_01402.txt,FACE\face2_01102.txt
,FACE\face1_01403.txt,FACE\face2_01103.txt
,,
,,
,,
¾ó±¼03,FACE\face1_00100.txt,FACE\face2_01200.txt
,FACE\face1_00101.txt,FACE\face2_01201.txt
,FACE\face1_00102.txt,FACE\face2_01202.txt
,FACE\face1_00103.txt,FACE\face2_01203.txt
,,
,,
,,
¾ó±¼04,FACE\face1_01600.txt,FACE\face2_00100.txt
,FACE\face1_01601.txt,FACE\face2_00101.txt
,FACE\face1_01602.txt,FACE\face2_00102.txt
,FACE\face1_01603.txt,FACE\face2_00103.txt
,,
,,
,,
¾ó±¼05,FACE\face1_00500.txt,FACE\face2_01300.txt
,FACE\face1_00501.txt,FACE\face2_01301.txt
,FACE\face1_00502.txt,FACE\face2_01302.txt
,FACE\face1_00503.txt,FACE\face2_01303.txt
,,
,,
,,
¾ó±¼06,FACE\face1_01500.txt,FACE\face2_00300.txt
,FACE\face1_01501.txt,FACE\face2_00301.txt
,FACE\face1_01502.txt,FACE\face2_00302.txt
,FACE\face1_01503.txt,FACE\face2_00303.txt
,,
,,
,,
¾ó±¼07,FACE\face1_00600.txt,FACE\face2_00700.txt
,FACE\face1_00601.txt,FACE\face2_00701.txt
,FACE\face1_00602.txt,FACE\face2_00702.txt
,FACE\face1_00603.txt,FACE\face2_00703.txt
,,
,,
,,
¸¶ÀÏ¸®Áö01,FACE\face1_01700.txt,FACE\face2_01400.txt
,FACE\face1_01700.txt,FACE\face2_01400.txt
,FACE\face1_01700.txt,FACE\face2_01400.txt
,FACE\face1_01700.txt,FACE\face2_01400.txt
,,
,,
,,
¸¶ÀÏ¸®Áö02,FACE\face1_01800.txt,FACE\face2_01500.txt
,FACE\face1_01800.txt,FACE\face2_01500.txt
,FACE\face1_01800.txt,FACE\face2_01500.txt
,FACE\face1_01800.txt,FACE\face2_01500.txt
,,
,,
,,
¾ó±¼01,FACE\face1_02000.txt,FACE\face2_01600.txt
,FACE\face1_02000.txt,FACE\face2_01600.txt
,FACE\face1_02000.txt,FACE\face2_01600.txt
,FACE\face1_02000.txt,FACE\face2_01600.txt
,,
,,
,,
¾ó±¼02,FACE\face1_01900.txt,FACE\face2_01700.txt
,FACE\face1_01900.txt,FACE\face2_01700.txt
,FACE\face1_01900.txt,FACE\face2_01700.txt
,FACE\face1_01900.txt,FACE\face2_01700.txt
,,
,,
,,
¾ó±¼03,FACE\face1_02200.txt,FACE\face2_02000.txt
,FACE\face1_02200.txt,FACE\face2_02000.txt
,FACE\face1_02200.txt,FACE\face2_02000.txt
,FACE\face1_02200.txt,FACE\face2_02000.txt
,,
,,
,,
¾ó±¼04,FACE\face1_02300.txt,FACE\face2_01900.txt
,FACE\face1_02300.txt,FACE\face2_01900.txt
,FACE\face1_02300.txt,FACE\face2_01900.txt
,FACE\face1_02300.txt,FACE\face2_01900.txt
,,
,,
,,
¾ó±¼05,FACE\face1_02400.txt,FACE\face2_02100.txt
,FACE\face1_02400.txt,FACE\face2_02100.txt
,FACE\face1_02400.txt,FACE\face2_02100.txt
,FACE\face1_02400.txt,FACE\face2_02100.txt
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
