1,1,1,1,1,61,101,141,61,241,181,201,221,1,1,1,1,1,1,1,241,141,1,1,1,115,1,748
2,2,2,2,2,62,102,2,62,102,2,2,2,102,2,2,2,2,2,2,2,2,2,2,2,102,2,748
3,23,23,103,23,23,103,143,23,243,3,203,3,103,23,23,3,3,3,3,143,3,3,23,103,103,3,749
4,24,24,44,24,64,104,144,64,244,184,204,224,104,24,24,4,4,4,4,144,4,4,24,44,104,224,749
5,5,5,5,5,105,105,5,105,105,5,5,5,105,5,5,5,5,5,5,5,5,5,5,5,105,5,748
6,6,6,6,6,106,106,6,106,106,6,6,6,106,6,6,6,6,6,6,6,6,6,6,6,106,6,748
7,7,7,7,7,107,107,7,107,107,7,7,7,107,7,7,7,7,7,7,7,7,7,7,7,107,7,748
8,28,28,28,28,68,108,148,68,248,188,208,228,108,28,28,168,8,8,8,148,148,1,1,1,108,228,748
9,29,49,51,50,69,109,149,69,249,189,209,229,109,269,269,169,9,9,9,149,230,9,29,51,109,229,748
10,30,50,50,51,70,110,150,70,249,189,209,229,110,269,269,170,10,10,10,150,230,10,30,50,110,229,748
11,31,51,49,30,71,111,151,71,249,189,209,229,111,269,269,171,11,11,11,151,230,11,31,49,111,229,748
12,32,32,32,32,72,112,12,72,252,12,12,12,112,32,32,12,12,12,12,12,12,12,32,32,112,12,748
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,748
19,35,35,35,35,75,256,84,256,255,19,19,19,75,35,35,84,19,19,19,84,19,19,19,19,256,19,748
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,748
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,750
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,750
352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,352,748
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,748
,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,
301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,
302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302,
303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,
304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,304,
305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,
306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,
309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,
310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,
311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,311,
312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,
313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,
314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,
315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315,
748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748,748
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
