????????,
empty_Rhit01.eft,3DData\Effect\empty_Rhit01.eft
empty_Ghit01.eft,3DData\Effect\empty_Ghit01.eft
empty_Bhit01.eft,3DData\Effect\empty_Bhit01.eft
,
z_hit_01.eft,3DData\Effect\z_hit_01.eft
,
Sealed_Door.EFT,3DData\Effect\Sealed_Door.EFT
Duel_RangeObject.EFT,3DData\Effect\Duel_RangeObject.EFT
,
onehand_rhit01.eft,3DData\Effect\onehand_rhit01.eft
onehand_rhit02.eft,3DData\Effect\onehand_rhit02.eft
,
race_start.eft,3DDATA\Effect\race_start.eft
race_check.eft,3DDATA\Effect\race_check.eft
race_goal.eft,3DDATA\Effect\race_goal.eft
,
Mining_hit.EFT,3DDATA\Effect\Mining_hit.EFT
Mining_die.EFT,3DDATA\Effect\Mining_die.EFT
TWINKLE_04.EFT,3DDATA\Effect\TWINKLE_04.EFT
Rank up,
Title unlocked,
Mining_hit_02.EFT,3DDATA\Effect\Mining_hit_02.EFT
SCOOP01.EFT,3DDATA\Effect\SCOOP01.EFT
,
,
,
,
,
hawker_y_skill_light01.eft,3DData\Effect\hawker_y_skill_light01.eft
twohand_hit_01.eft,3DData\Effect\twohand_hit_01.eft
,
arrow_effect_2.EFT,3DData\Effect\arrow_effect_2.EFT
bullet_effect_1.EFT,3DData\Effect\bullet_effect_1.EFT
cannon_effect_1.EFT,3DData\Effect\cannon_effect_1.EFT
_FIRE_RED_01.EFT,3DData\Effect\_FIRE_RED_01.EFT
_FIRE_BLUE_01.EFT,3DData\Effect\_FIRE_BLUE_01.EFT
TombsSwitch.EFT,3DData\Effect\TombsSwitch.EFT
DARK_MIST01.EFT,3DData\effect\DARK_MIST01.EFT
_ED_DRYLEAF05.EFT,3DData\Effect\_ED_DRYLEAF05.EFT
HeavySnowStorm.EFT,3DData\Effect\HeavySnowStorm.EFT
WALL05_RAY01.EFT,3DData\Effect\WALL05_RAY01.EFT
FLOOR04_MIST.EFT,3DData\Effect\FLOOR04_MIST.EFT
FLOOR05_RAY01.EFT,3DData\Effect\FLOOR05_RAY01.EFT
WALL_B_03_LIGHT.EFT,3DData\Effect\WALL_B_03_LIGHT.EFT
WALL_B_03_CRYSTAL.EFT,3DData\Effect\WALL_B_03_CRYSTAL.EFT
RM_F041_SPRAY.EFT,3DData\Effect\RM_F041_SPRAY.EFT
RM_CRYSTAL_LIGHT01.EFT,3DData\Effect\RM_CRYSTAL_LIGHT01.EFT
